"Name","abv","year","PriceRetail","Appellation_Region_Name","Varietal_Name","Varietal_WineType_Name","Winemakers_Notes"
"Leeuwin Estate Art Series Shiraz 2010",14,2010,35,"Australia","Syrah/Shiraz","Red Wines","Fragrant and concentrated, the nose is defined by a dark fruit spectrum of forest fruits, cherries and mulberries in the forefront, with complementary layers of anise, cloves and savory oak in the background. Violets, mocha notes, toasted brulee and hints of fresh camphor provides further substance to this classical and complex Shiraz. A bright and lively entry features blood plums, mulberries and dark chocolate. The palate shows great intensity, while displaying elegance and sophistication. A textured and layered mid-palate leads to structural chalky tannins, with a fine yet balanced natural acid line."
"Evening Land Eola-Amity Hills Seven Springs Vineyard Pinot Noir 2011",13.1,2011,70,"Oregon","Pinot Noir","Red Wines","Deep, brilliant garnet in color, the nose is voluptuous and broad showing red and black fruit at first and then opening into floral notes of rose and lavender with hints of cardamon and dried boletus. The palate is seamless with deep fruit flavors of blueberry and sour cherry cobbler, hints of rosemary and a very fine texture throughout. The finish is precise and direct, sustained by mineral notes and lingering fruit flavors, in the classic Seven Springs Vineyard style."
"Col d'Orcia Poggio al Vento Brunello di Montalcino Riserva 1997",14.1,1997,89.99,"Italy","Sangiovese","Red Wines","Incredibly deep and dense ruby red with light garnet hues the Poggio al Vento Brunello di Montalcino Riserva is inviting and very complex, with an almost balsamic character. The varietal strength of the Brunello expresses itself at the best, framed by the noble oak and the beginning tertiary process. A unique combination of power and elegance. Structure with important but delicate tannins, with a polished fullness that doesn't overwhelm. It leaves the palate impressed by a myriad of small and pleasant sensations."
"Nobilo Icon Sauvignon Blanc 2011",14,2011,22.99,"New Zealand","Sauvignon Blanc","White Wines","Pale straw in color. Aromas are brimming with gooseberry characteristics, white peach, and zesty lemon notes. The palate is rich and full-bodied, the wine displays layered complexity of ripe gooseberry and citrus flavors, flinty minerality, and juicy acidity. The finish is exceptionally generous and persistent. Pair with pan-fried snapper fillets on grilled asparagus with mango and toasted coconut salad."
"Pio Cesare Cortese di Gavi 2013",12.5,2013,29.99,"Italy","Other White Wine","White Wines","There are flavors of ripe fruit along with freshness and a clean spicy fragrance. The wine has good complex flavor and is smooth, silky, rich and slightly aromatic. It is meant to be consumed young but it can age in the bottle for up to three years."
"Kenwood Sauvignon Blanc 2013",13.5,2013,11.99,"California","Sauvignon Blanc","White Wines","Fragrant aromas of white nectarine, honeydew melon and lemongrass combine with zesty citrus and tropical flavors that give way to a crisp and refreshing finish."
"Domaine du Tariquet Classic 2010",11,2010,10,"France - Other regions","Other White Blends","White Wines","Magnificent intensity for a dry fruity wine, with floral and citrus aromas and a lovely touch of exotic fruit. Balanced, light, and thirt quenching. Serve chilled. Made with a blend of 70% Ugni Blanc and 30% Colombard."
"Patient Cottat Sauvignon Blanc 2011",12,2011,13,"France - Other regions","Sauvignon Blanc","White Wines","Patient Cottat Sauvignon Blanc vines produces a dry, fresh and sharp white wine with a powerful aroma. It has a particular flavor originating from a mixture of wood barrel, currant bushes in buds, table grapes and passion fruits."
"Silverado Carneros Chardonnay 2009",14.8,2009,27.99,"California","Chardonnay","White Wines","Pale straw in color. Mineral, pear, yellow apple and light tropical fruit and floral aromas. Perfectly balanced palate, citrus and apple fruit flavors with flinty notes on a moderately long finish."
"Hugel Classic Pinot Gris 2008",12.5,2008,19.99,"France - Other regions","Pinot Gris/Grigio","White Wines","A fantastic vintage for this wine, it is ripe and creamy but totally dry and very food friendly with white meat dishes, pasta and mushroom based dishes such as rizotto. A wine that will still improve for years, building up its length and complexity for easily another 5 years."
"Pacific Rim Wallula Vineyard Biodynamic Riesling 2010",12.9,2010,32,"Washington","Riesling","White Wines","Adhering to the strictest Demeter Certified Biodynamic ® farming and viticulture standards, this wine is a pure expression of Riesling. People often ask, What do you do at the winery to make the winemaking Biodynamic? Well that's easy, we do nothing. Absolutely nothing. If we would list the ingredients on the label, they would read: Biodynamic grapes, Sulfites below 100ppm, yeast hulls and bentonite (used for protein stability). The resulting wine is a piece of art and the truest form of Riesling."
"Louis Latour Macon-Villages Chameroy 2010",13,2010,12.99,"France - Other regions","Chardonnay","White Wines","The Macon Villages Chameroy 2010 is sparkling pale yellow in color and reveals a pretty nose of white fruits. In the mouth it is round and tasty with a peppery touch."
"Big House White Blend 2010",13.5,2010,9.99,"California","Other White Blends","White Wines","With a nose that carries the vibrancy of spring and white flowers and lychee fruit that surround the senses. The palate opens up to tropical fruits, dried apricot and white peaches. This wine finishes strong with a cleansing citrus zest that lingers. It's quite possibly the perfect accompainment to summer chain gang duties in the yard, fresh fish, Asian cuisine or even Sunday morning fruit salads."
"Valley of the Moon Unoaked Chardonnay 2008",13.5,2008,16,"California","Chardonnay","White Wines","White flower, nectarine and honeydew melon highlight the delicate aromas of this fresh and vibrant wine. On the palate, bright nectarine, kiwi and green apple flavors rise from the wine's rich texture. Ample acidity carries these flavors through the long and balanced finish."
"Dom. Vincent Girardin Puligny-Montrachet Les Combettes Premier Cru 2010",13.5,2010,79.99,"France - Other regions","Chardonnay","White Wines","Marzipan, oak and ripe Chardonnay on the nose. Very perfumed and powerful, with typical grilled almond Puligny fruit in the Combette style. Power and finesse, powerful acidity and mineral/stones. A quite refreshing citric presence."
"Schug Sauvignon Blanc 2013",13.5,2013,19.99,"California","Sauvignon Blanc","White Wines","This well-balanced Sauvignon Blanc is sourced from cooler vineyards in the southern end of the Sonoma Coast AVA. The Hi-Vista vineyard in western Carneros and the Grossi vineyard north of Petaluma contribute spice and bright tangy acidity. The Leveroni vineyard south of Sonoma contributes the unique floral character of the Sauvignon musque clone, with lush fruit flavors reminiscent of melon, honeysuckle and grapefruit. These flavors are enhanced by the creamy richness of fermentation and aging on the yeast in older (neutral) casks. It finishes with a lively acidity that makes it an ideal accompaniment to a wide range of soups, salads and shellfish dishes."
"Artesa Carneros Chardonnay 2012",14.5,2012,19.99,"California","Chardonnay","White Wines","The Artesa Carneros Chardonnay is first and foremost about aromatics, and the techniques used are designed to retain the signature Carneros aromas of lemon-citrus and white blossom while accentuating the minerality and vivid, fresh fruit flavors of citrus and stone fruits in the wine. Partial barrel fermentation, malolactic and lees stirring create layers, imparting hints of cedar and honey and wrapping the flavors in a rich, generously-textured mouthfeel."
"La Follette Sangiacomo Chardonnay 2010",14.2,2010,37.99,"California","Chardonnay","White Wines","An effusive bouquet of roasted chestnuts, brioche and narcissus. Bright acidity on entry with notes of kumquat and quince paste, balance by latepalate minerality. With time in the glass or decanter, the signature savory and muskiness of this wine emerge. Delightfully energetic and fruity in its youth, this is a Chardonnay that will continue to develop richness and complexity with cellaring."
"Justin Chardonnay 2012",14.5,2012,19.99,"California","Chardonnay","White Wines","Clear, day bright, with a medium yellow straw color. Lemon pie, ripe peach, golden apple and toasted butterscotch with a subtle spicy clove accent. Crisp, medium plus body, with lemon and ripe yellow apple flavors on the entry, adding peach and a little lemon thyme toward the mid-palate and butterscotch, spice and citrus on a clean, long finish. Pair with crab cakes, or a variety of seafood served with butter or cream sauces."
"Paolo e Noemia d'Amico Seiano Bianco 2012",11.5,2012,12.99,"Italy","Other White Blends","White Wines","Lightness is one of the main characteristics of the Seiano Bianco, which gives the nose a bright white flower aroma, along with white-pulp fruit, including ripe pineapple, juicy melon, and delicate grapefruit. Those carry to the palate, which also takes in a fresh and balanced taste of lemon and grilled herbs. Ideally, the Seiano Bianco should be served with starters, first courses with a light sauce or fish."
"Newton Unfiltered Chardonnay 2007",15,2007,60,"California","Chardonnay","White Wines","The 2007 Unfiltered Chardonnay is an inviting dark straw hue. This powerful wine opens with ripe melon and fig notes layered with allspice, cinnamon and caramel aromas. Flavors of baked pear, poached apple, caramel and fresh pie crust persist on the lingering creamy finish. This opulent Chardonnay can complement a wide variety of dishes. Lobster bisque is a natural match, as well as poached fish or pasta with a cream sauce."
"Dr. Pauly-Bergweiler Wehlener Sonnenuhr Spatlese 2010",10,2010,34,"Germany","Riesling","White Wines","The Spatlese from the Wehlener Sonnenuhr shows a concentration of ripe fruit such as ripe apricot, combined with ripe peach aromas. It is ideal with very spicy foods, such as Thai or even Indian style dishes."
"Standing Stone Vineyards Fingers Likes Vidal Ice (375ML half-bottle) 2009",11.5,2009,25,"Other US","Other White Blends","White Wines","Tropical fruit flavors of mango, papaya and melon; with honeyed aromas and mouth feel. Delicious on its own, or serve it with dark, almost bitter chocolate. The perfect ending to any meal!"
